Id,inv_no,Date,acct,ship_no,charge_type,Amount,ccy,tax,Status
IL902332,INV-51651,2026-04-24,P-1100,SH102018,BASE,100.37,GBP,20.07,OPEN
IL902333,INV-51652,2025-09-01,P-1024,SH102019,BASE,436.65,GBP,87.33,OPEN
IL902334,INV-51652,2025-09-01,P-1024,SH102019,FUEL,43.67,GBP,8.73,OPEN
IL902335,INV-51653,2025-03-20,P-1159,SH102020,BASE,429.62,GBP,85.92,OPEN
IL902336,INV-51653,2025-03-20,P-1159,SH102020,FUEL,48.50,GBP,9.70,OPEN
IL902337,INV-51654,2025-09-27,P-1199,SH102021,BASE,356.39,GBP,71.28,PAID
IL902338,INV-51655,2025-01-20,P-1211,SH102022,BASE,42.69,GBP,8.54,PAID
IL902339,INV-51655,2025-01-20,P-1211,SH102022,FUEL,3.26,GBP,0.65,PAID
IL902340,INV-51656,2025-08-12,P-1103,SH102023,BASE,465.97,GBP,93.19,PAID
IL902341,INV-51656,2025-08-12,P-1103,SH102023,FUEL,49.70,GBP,9.94,PAID
IL902342,INV-51657,2025-06-14,P-1050,SH102024,BASE,164.75,GBP,32.95,PAID
IL902343,INV-51657,2025-06-14,P-1050,SH102024,FUEL,14.16,GBP,2.83,PAID
IL902344,INV-51658,2025-01-30,P-1099,SH102026,BASE,512.58,GBP,102.52,CREDITED
IL902345,INV-51659,2025-07-14,P-1173,SH102027,BASE,293.60,GBP,58.72,PAID
IL902346,INV-51660,2026-02-23,P-1111,SH102028,BASE,602.79,GBP,120.56,PAID
IL902347,INV-51661,2025-12-02,P-1073,SH102029,BASE,170.41,EUR,34.08,PAID
IL902348,INV-51662,2025-05-25,P-1183,SH102030,BASE,252.56,GBP,50.51,PAID
IL902349,INV-51663,2025-09-11,P-1179,SH102031,BASE,236.25,GBP,47.25,PAID
IL902350,INV-51663,2025-09-11,P-1179,SH102031,FUEL,16.28,GBP,3.26,PAID
IL902351,INV-51664,2025-08-11,P-1068,SH102033,BASE,818.69,GBP,163.74,OPEN
IL902352,INV-51665,2025-08-22,P-1119,SH102034,BASE,323.09,GBP,64.62,OPEN
IL902353,INV-51666,2025-01-20,P-1110,SH102036,BASE,273.29,GBP,54.66,CREDITED
IL902354,INV-51667,2025-07-16,P-1211,SH102037,BASE,96.27,GBP,19.25,PAID
IL902355,INV-51668,2025-11-26,P-1033,SH102038,BASE,529.66,GBP,105.93,PAID
IL902356,INV-51669,2026-04-02,P-1212,SH102039,BASE,161.65,GBP,32.33,PAID
IL902357,INV-51669,2026-04-02,P-1212,SH102039,FUEL,21.48,GBP,4.30,PAID
IL902358,INV-51670,2025-10-25,P-1118,SH102040,BASE,38.67,GBP,7.73,PAID
IL902359,INV-51671,2026-03-07,P-1205,SH102042,BASE,100.20,GBP,20.04,CREDITED
IL902360,INV-51672,2026-05-13,P-1039,SH102043,BASE,292.21,EUR,58.44,OPEN
IL902361,INV-51672,2026-05-13,P-1039,SH102043,FUEL,29.56,EUR,5.91,OPEN
IL902362,INV-51673,2025-09-02,P-1074,SH102044,BASE,126.20,GBP,25.24,PAID
IL902363,INV-51673,2025-09-02,P-1074,SH102044,FUEL,12.25,GBP,2.45,PAID
IL902364,INV-51674,2025-09-27,P-1202,SH102045,BASE,601.67,GBP,120.33,OPEN
IL902365,INV-51675,2025-02-13,P-1113,SH102046,BASE,813.28,EUR,162.66,OPEN
IL902366,INV-51676,2025-05-04,P-1121,SH102047,BASE,216.84,GBP,43.37,OPEN
IL902367,INV-51677,2025-05-15,P-1137,SH102048,BASE,321.65,GBP,64.33,PAID
IL902368,INV-51678,2025-10-22,P-1066,SH102051,BASE,89.49,GBP,17.90,PAID
IL902369,INV-51678,2025-10-22,P-1066,SH102051,FUEL,8.51,GBP,1.70,PAID
IL902370,INV-51679,2025-07-17,P-1157,SH102052,BASE,304.70,GBP,60.94,PAID
IL902371,INV-51680,2025-01-23,P-1196,SH102054,BASE,647.97,GBP,129.59,OPEN
IL902372,INV-51680,2025-01-23,P-1196,SH102054,FUEL,73.55,GBP,14.71,OPEN
IL902373,INV-51681,2025-11-03,P-1013,SH102055,BASE,641.88,EUR,128.38,PAID
IL902374,INV-51681,2025-11-03,P-1013,SH102055,FUEL,47.65,EUR,9.53,PAID
IL902375,INV-51682,2025-12-22,P-1047,SH102056,BASE,200.24,EUR,40.05,PAID
IL902376,INV-51683,2025-07-21,P-1017,SH102057,BASE,543.77,GBP,108.75,OPEN
IL902377,INV-51684,2026-03-11,P-1138,SH102058,BASE,223.92,EUR,44.78,PAID
IL902378,INV-51684,2026-03-11,P-1138,SH102058,FUEL,25.12,EUR,5.02,PAID
IL902379,INV-51685,2026-01-14,P-1152,SH102059,BASE,1042.61,GBP,208.52,PAID
IL902380,INV-51685,2026-01-14,P-1152,SH102059,FUEL,100.10,GBP,20.02,PAID
IL902381,INV-51686,2025-09-26,P-1206,SH102061,BASE,168.35,GBP,33.67,CREDITED
IL902382,INV-51687,2025-10-04,P-1123,SH102062,BASE,484.37,GBP,96.87,PAID
IL902383,INV-51688,2025-02-15,P-1037,SH102063,BASE,808.21,GBP,161.64,OPEN
IL902384,INV-51689,2025-09-30,P-1059,SH102064,BASE,139.49,EUR,27.90,PAID
IL902385,INV-51690,2025-07-19,P-1195,SH102065,BASE,104.40,EUR,20.88,PAID
IL902386,INV-51690,2025-07-19,P-1195,SH102065,FUEL,7.58,EUR,1.52,PAID
IL902387,INV-51690,2025-07-19,P-1195,SH102065,ACCESSORIAL,59.57,EUR,11.91,PAID
IL902388,INV-51691,2025-12-08,P-1156,SH102066,BASE,149.01,GBP,29.80,PAID
IL902389,INV-51692,2025-09-21,P-1194,SH102067,BASE,137.54,GBP,27.51,OPEN
IL902390,INV-51692,2025-09-21,P-1194,SH102067,FUEL,12.49,GBP,2.50,OPEN
IL902391,INV-51693,2026-02-14,P-1006,SH102068,BASE,823.20,EUR,164.64,PAID
IL902392,INV-51694,2025-09-25,P-1031,SH102069,BASE,181.19,GBP,36.24,PAID
IL902393,INV-51694,2025-09-25,P-1031,SH102069,FUEL,12.01,GBP,2.40,PAID
IL902394,INV-51695,2026-01-13,P-1002,SH102071,BASE,945.61,EUR,189.12,PAID
IL902395,INV-51696,2025-03-02,P-1181,SH102072,BASE,36.04,GBP,7.21,CREDITED
IL902396,INV-51697,2026-01-01,P-1013,SH102074,BASE,68.25,GBP,13.65,OPEN
IL902397,INV-51698,2025-06-18,P-1084,SH102075,BASE,175.43,EUR,35.09,OPEN
IL902398,INV-51698,2025-06-18,P-1084,SH102075,FUEL,23.65,EUR,4.73,OPEN
IL902399,INV-51699,2025-11-05,P-1019,SH102076,BASE,653.73,GBP,130.75,PAID
IL902400,INV-51699,2025-11-05,P-1019,SH102076,FUEL,88.10,GBP,17.62,PAID
IL902401,INV-51700,2025-05-02,P-1199,SH102077,BASE,76.76,GBP,15.35,PAID
IL902402,INV-51701,2025-04-23,P-1018,SH102078,BASE,651.53,GBP,130.31,OPEN
IL902403,INV-51701,2025-04-23,P-1018,SH102078,FUEL,50.39,GBP,10.08,OPEN
IL902404,INV-51702,2025-01-16,P-1181,SH102080,BASE,432.19,GBP,86.44,OPEN
IL902405,INV-51703,2025-02-25,P-1146,SH102081,BASE,601.27,GBP,120.25,PAID
IL902406,INV-51703,2025-02-25,P-1146,SH102081,FUEL,71.93,GBP,14.39,PAID
IL902407,INV-51704,2026-03-23,P-1043,SH102082,BASE,352.95,GBP,70.59,PAID
IL902408,INV-51704,2026-03-23,P-1043,SH102082,FUEL,33.13,GBP,6.63,PAID
IL902409,INV-51705,2026-05-03,P-1149,SH102084,BASE,59.32,GBP,11.86,PAID
IL902410,INV-51705,2026-05-03,P-1149,SH102084,FUEL,7.46,GBP,1.49,PAID
IL902411,INV-51706,2025-06-19,P-1006,SH102085,BASE,279.80,GBP,55.96,PAID
IL902412,INV-51707,2025-04-24,P-1163,SH102086,BASE,374.73,GBP,74.95,PAID
IL902413,INV-51708,2025-05-13,P-1151,SH102088,BASE,585.89,GBP,117.18,PAID
IL902414,INV-51709,2025-05-08,P-1007,SH102089,BASE,295.00,GBP,59.00,PAID
IL902415,INV-51710,2026-01-21,P-1033,SH102091,BASE,547.16,GBP,109.43,PAID
IL902416,INV-51710,2026-01-21,P-1033,SH102091,ACCESSORIAL,41.74,GBP,8.35,PAID
IL902417,INV-51711,2025-12-28,P-1114,SH102093,BASE,261.29,GBP,52.26,PAID
IL902418,INV-51711,2025-12-28,P-1114,SH102093,FUEL,19.95,GBP,3.99,PAID
IL902419,INV-51712,2025-04-17,P-1132,SH102094,BASE,743.29,GBP,148.66,PAID
IL902420,INV-51713,2025-09-01,P-1091,SH102095,BASE,303.33,GBP,60.67,PAID
IL902421,INV-51713,2025-09-01,P-1091,SH102095,FUEL,37.78,GBP,7.56,PAID
IL902422,INV-51714,2026-05-13,P-1069,SH102096,BASE,106.28,GBP,21.26,PAID
IL902423,INV-51714,2026-05-13,P-1069,SH102096,FUEL,12.42,GBP,2.48,PAID
IL902424,INV-51715,2025-04-13,P-1221,SH102097,BASE,218.85,GBP,43.77,PAID
IL902425,INV-51716,2025-06-18,P-1067,SH102098,BASE,979.30,GBP,195.86,PAID
IL902426,INV-51717,2025-01-16,P-1169,SH102099,BASE,121.02,EUR,24.20,VOID
IL902427,INV-51718,2025-06-24,P-1179,SH102100,BASE,518.63,GBP,103.73,OPEN
IL902428,INV-51719,2025-06-06,P-1238,SH102101,BASE,245.51,GBP,49.10,OPEN
IL902429,INV-51720,2025-08-18,P-1081,SH102102,BASE,184.24,GBP,36.85,OPEN
IL902430,INV-51720,2025-08-18,P-1081,SH102102,FUEL,16.43,GBP,3.29,OPEN
IL902431,INV-51721,2025-10-17,P-1202,SH102103,BASE,649.65,GBP,129.93,PAID
IL902432,INV-51722,2025-06-24,P-1189,SH102104,BASE,186.80,GBP,37.36,PAID
IL902433,INV-51722,2025-06-24,P-1189,SH102104,FUEL,24.11,GBP,4.82,PAID
IL902434,INV-51723,2025-10-31,P-1125,SH102105,BASE,121.79,GBP,24.36,OPEN
IL902435,INV-51724,2025-08-17,P-1010,SH102106,BASE,424.62,GBP,84.92,VOID
IL902436,INV-51724,2025-08-17,P-1010,SH102106,FUEL,34.74,GBP,6.95,VOID
IL902437,INV-51725,2025-06-08,P-1135,SH102107,BASE,129.54,GBP,25.91,PAID
IL902438,INV-51726,2025-11-30,P-1103,SH102108,BASE,178.31,GBP,35.66,PAID
IL902439,INV-51726,2025-11-30,P-1103,SH102108,FUEL,12.42,GBP,2.48,PAID
IL902440,INV-51727,2025-12-01,P-1089,SH102109,BASE,731.26,GBP,146.25,OPEN
IL902441,INV-51728,2025-11-28,P-1101,SH102111,BASE,124.91,GBP,24.98,PAID
IL902442,INV-51729,2025-07-02,P-1146,SH102112,BASE,327.43,GBP,65.49,PAID
IL902443,INV-51730,2025-05-07,P-1132,SH102114,BASE,75.46,GBP,15.09,PAID
IL902444,INV-51731,2025-11-20,P-1014,SH102115,BASE,469.84,GBP,93.97,PAID
IL902445,INV-51732,2026-03-20,P-1032,SH102117,BASE,718.73,GBP,143.75,PAID
IL902446,INV-51733,2026-01-13,P-1032,SH102118,BASE,139.92,GBP,27.98,PAID
IL902447,INV-51733,2026-01-13,P-1032,SH102118,FUEL,9.88,GBP,1.98,PAID
IL902448,INV-51734,2025-06-17,P-1150,SH102119,BASE,132.64,GBP,26.53,OPEN
IL902449,INV-51735,2025-08-17,P-1018,SH102121,BASE,273.24,GBP,54.65,PAID
IL902450,INV-51736,2025-09-07,P-1171,SH102123,BASE,470.62,EUR,94.12,PAID
IL902451,INV-51736,2025-09-07,P-1171,SH102123,FUEL,45.08,EUR,9.02,PAID
IL902452,INV-51737,2026-02-11,P-1023,SH102125,BASE,632.09,EUR,126.42,PAID
IL902453,INV-51738,2026-03-14,P-1106,SH102126,BASE,508.94,GBP,101.79,PAID
IL902454,INV-51739,2025-07-06,P-1182,SH102128,BASE,108.89,GBP,21.78,PAID
IL902455,INV-51740,2026-04-16,P-1051,SH102130,BASE,144.01,GBP,28.80,PAID
IL902456,INV-51740,2026-04-16,P-1051,SH102130,FUEL,18.95,GBP,3.79,PAID
IL902457,INV-51741,2025-01-24,P-1217,SH102131,BASE,214.43,GBP,42.89,OPEN
IL902458,INV-51741,2025-01-24,P-1217,SH102131,FUEL,29.00,GBP,5.80,OPEN
IL902459,INV-51742,2026-01-14,P-1141,SH102133,BASE,170.17,EUR,34.03,CREDITED
IL902460,INV-51742,2026-01-14,P-1141,SH102133,FUEL,11.97,EUR,2.39,CREDITED
IL902461,INV-51743,2025-07-01,P-1239,SH102134,BASE,321.88,GBP,64.38,PAID
IL902462,INV-51744,2026-02-07,P-1219,SH102135,BASE,872.12,GBP,174.42,VOID
IL902463,INV-51744,2026-02-07,P-1219,SH102135,FUEL,77.14,GBP,15.43,VOID
IL902464,INV-51745,2025-01-29,P-1025,SH102136,BASE,354.80,GBP,70.96,PAID
IL902465,INV-51746,2026-02-06,P-1123,SH102140,BASE,106.43,EUR,21.29,PAID
IL902466,INV-51746,2026-02-06,P-1123,SH102140,FUEL,9.50,EUR,1.90,PAID
IL902467,INV-51747,2025-05-05,P-1129,SH102142,BASE,270.96,GBP,54.19,PAID
IL902468,INV-51747,2025-05-05,P-1129,SH102142,FUEL,22.64,GBP,4.53,PAID
IL902469,INV-51747,2025-05-05,P-1129,SH102142,ACCESSORIAL,20.65,GBP,4.13,PAID
IL902470,INV-51748,2026-02-18,P-1077,SH102143,BASE,564.56,GBP,112.91,PAID
IL902471,INV-51749,2026-02-20,P-1081,SH102144,BASE,224.24,GBP,44.85,OPEN
IL902472,INV-51750,2025-06-03,P-1031,SH102145,BASE,91.04,GBP,18.21,PAID
IL902473,INV-51751,2025-09-05,P-1213,SH102146,BASE,95.55,GBP,19.11,PAID
IL902474,INV-51752,2025-10-06,P-1178,SH102147,BASE,747.50,EUR,149.50,PAID
IL902475,INV-51753,2025-12-11,P-1152,SH102148,BASE,396.78,EUR,79.36,OPEN
IL902476,INV-51753,2025-12-11,P-1152,SH102148,FUEL,25.65,EUR,5.13,OPEN
IL902477,INV-51754,2025-12-06,P-1139,SH102149,BASE,41.94,EUR,8.39,PAID
IL902478,INV-51754,2025-12-06,P-1139,SH102149,FUEL,5.22,EUR,1.04,PAID
IL902479,INV-51755,2026-02-08,P-1066,SH102151,BASE,222.75,GBP,44.55,PAID
IL902480,INV-51756,2025-06-18,P-1122,SH102152,BASE,37.14,GBP,7.43,OPEN
IL902481,INV-51757,2026-03-16,P-1169,SH102153,BASE,718.80,GBP,143.76,PAID
IL902482,INV-51757,2026-03-16,P-1169,SH102153,FUEL,65.64,GBP,13.13,PAID
IL902483,INV-51758,2026-02-19,P-1210,SH102154,BASE,56.45,GBP,11.29,PAID
IL902484,INV-51759,2026-05-13,P-1225,SH102155,BASE,190.82,GBP,38.16,PAID
IL902485,INV-51759,2026-05-13,P-1225,SH102155,ACCESSORIAL,57.58,GBP,11.52,PAID
IL902486,INV-51760,2025-12-14,P-1140,SH102156,BASE,660.07,EUR,132.01,PAID
IL902487,INV-51761,2025-06-07,P-1227,SH102157,BASE,456.18,GBP,91.24,OPEN
IL902488,INV-51762,2026-04-23,P-1007,SH102159,BASE,256.46,GBP,51.29,PAID
IL902489,INV-51762,2026-04-23,P-1007,SH102159,FUEL,22.06,GBP,4.41,PAID
IL902490,INV-51763,2026-04-15,P-1224,SH102160,BASE,562.88,GBP,112.58,PAID
IL902491,INV-51764,2026-02-01,P-1062,SH102161,BASE,77.27,GBP,15.45,OPEN
IL902492,INV-51765,2025-12-12,P-1114,SH102162,BASE,318.12,GBP,63.62,PAID
IL902493,INV-51765,2025-12-12,P-1114,SH102162,FUEL,19.87,GBP,3.97,PAID
IL902494,INV-51766,2025-12-21,P-1218,SH102163,BASE,165.07,GBP,33.01,OPEN
IL902495,INV-51767,2025-01-15,P-1075,SH102164,BASE,143.03,GBP,28.61,OPEN
IL902496,INV-51768,2025-04-16,P-1187,SH102165,BASE,53.64,GBP,10.73,PAID
IL902497,INV-51769,2025-04-23,P-1002,SH102166,BASE,52.10,GBP,10.42,PAID
IL902498,INV-51770,2025-09-29,P-1063,SH102167,BASE,552.40,GBP,110.48,PAID
IL902499,INV-51771,2025-11-23,P-1204,SH102169,BASE,117.82,GBP,23.56,CREDITED
IL902500,INV-51772,2025-04-22,P-1031,SH102170,BASE,179.96,EUR,35.99,VOID
IL902501,INV-51772,2025-04-22,P-1031,SH102170,FUEL,15.58,EUR,3.12,VOID
IL902502,INV-51773,2025-02-24,P-1029,SH102172,BASE,169.53,GBP,33.91,PAID
IL902503,INV-51774,2025-03-14,P-1136,SH102173,BASE,417.28,EUR,83.46,PAID
IL902504,INV-51774,2025-03-14,P-1136,SH102173,FUEL,29.66,EUR,5.93,PAID
IL902505,INV-51775,2025-09-24,P-1009,SH102174,BASE,503.23,GBP,100.65,PAID
IL902506,INV-51775,2025-09-24,P-1009,SH102174,ACCESSORIAL,59.84,GBP,11.97,PAID
IL902507,INV-51776,2025-09-03,P-1064,SH102175,BASE,76.46,EUR,15.29,PAID
IL902508,INV-51776,2025-09-03,P-1064,SH102175,FUEL,8.53,EUR,1.71,PAID
IL902509,INV-51777,2025-05-12,P-1042,SH102176,BASE,128.95,GBP,25.79,PAID
IL902510,INV-51777,2025-05-12,P-1042,SH102176,FUEL,9.44,GBP,1.89,PAID
IL902511,INV-51778,2026-02-25,P-1158,SH102177,BASE,299.10,GBP,59.82,OPEN
IL902512,INV-51778,2026-02-25,P-1158,SH102177,FUEL,36.66,GBP,7.33,OPEN
IL902513,INV-51779,2025-03-03,P-1181,SH102178,BASE,356.54,GBP,71.31,PAID
IL902514,INV-51779,2025-03-03,P-1181,SH102178,FUEL,49.40,GBP,9.88,PAID
IL902515,INV-51780,2025-06-30,P-1171,SH102179,BASE,398.68,GBP,79.74,PAID
IL902516,INV-51780,2025-06-30,P-1171,SH102179,FUEL,34.07,GBP,6.81,PAID
IL902517,INV-51781,2026-01-04,P-1215,SH102180,BASE,273.23,GBP,54.65,PAID
IL902518,INV-51782,2026-04-16,P-1133,SH102181,BASE,421.09,GBP,84.22,VOID
IL902519,INV-51782,2026-04-16,P-1133,SH102181,FUEL,45.45,GBP,9.09,VOID
IL902520,INV-51783,2025-06-10,P-1235,SH102182,BASE,153.76,GBP,30.75,PAID
IL902521,INV-51784,2025-07-27,P-1179,SH102183,BASE,661.92,GBP,132.38,PAID
IL902522,INV-51784,2025-07-27,P-1179,SH102183,FUEL,79.08,GBP,15.82,PAID
IL902523,INV-51785,2025-09-07,P-1219,SH102184,BASE,511.13,GBP,102.23,PAID
IL902524,INV-51785,2025-09-07,P-1219,SH102184,FUEL,59.82,GBP,11.96,PAID
IL902525,INV-51786,2025-02-02,P-1122,SH102185,BASE,921.30,GBP,184.26,PAID
IL902526,INV-51787,2025-01-30,P-1096,SH102186,BASE,264.90,GBP,52.98,PAID
IL902527,INV-51788,2025-02-22,P-1114,SH102187,BASE,154.17,GBP,30.83,PAID
IL902528,INV-51789,2026-01-18,P-1083,SH102188,BASE,262.74,GBP,52.55,OPEN
IL902529,INV-51790,2025-10-09,P-1104,SH102189,BASE,489.97,GBP,97.99,PAID
IL902530,INV-51791,2025-12-02,P-1115,SH102191,BASE,66.86,GBP,13.37,CREDITED
IL902531,INV-51792,2025-11-06,P-1196,SH102192,BASE,293.91,GBP,58.78,PAID
IL902532,INV-51792,2025-11-06,P-1196,SH102192,FUEL,30.27,GBP,6.05,PAID
IL902533,INV-51793,2026-04-16,P-1086,SH102193,BASE,479.57,GBP,95.91,PAID
IL902534,INV-51794,2025-07-01,P-1026,SH102194,BASE,777.73,GBP,155.55,VOID
IL902535,INV-51795,2025-02-09,P-1155,SH102195,BASE,385.26,GBP,77.05,PAID
IL902536,INV-51795,2025-02-09,P-1155,SH102195,FUEL,50.34,GBP,10.07,PAID
IL902537,INV-51796,2025-09-04,P-1208,SH102196,BASE,39.32,GBP,7.86,PAID
IL902538,INV-51797,2025-02-15,P-1171,SH102197,BASE,191.04,GBP,38.21,PAID
IL902539,INV-51798,2025-09-08,P-1239,SH102198,BASE,164.47,GBP,32.89,OPEN
IL902540,INV-51799,2025-12-23,P-1071,SH102200,BASE,682.88,GBP,136.58,CREDITED
IL902541,INV-51800,2025-04-05,P-1053,SH102202,BASE,176.82,GBP,35.36,PAID
IL902542,INV-51800,2025-04-05,P-1053,SH102202,FUEL,15.92,GBP,3.18,PAID
IL902543,INV-51801,2025-06-11,P-1212,SH102204,BASE,36.79,GBP,7.36,PAID
IL902544,INV-51802,2026-03-17,P-1171,SH102205,BASE,594.42,GBP,118.88,PAID
IL902545,INV-51803,2025-05-21,P-1001,SH102206,BASE,639.79,GBP,127.96,PAID
IL902546,INV-51804,2025-04-29,P-1111,SH102208,BASE,307.84,GBP,61.57,PAID
IL902547,INV-51805,2026-03-19,P-1105,SH102209,BASE,140.06,GBP,28.01,OPEN
IL902548,INV-51805,2026-03-19,P-1105,SH102209,FUEL,13.63,GBP,2.73,OPEN
IL902549,INV-51806,2026-03-27,P-1227,SH102210,BASE,164.22,EUR,32.84,PAID
IL902550,INV-51807,2025-12-28,P-1176,SH102212,BASE,300.28,GBP,60.06,PAID
IL902551,INV-51807,2025-12-28,P-1176,SH102212,FUEL,31.46,GBP,6.29,PAID
IL902552,INV-51808,2025-03-27,P-1104,SH102213,BASE,937.32,GBP,187.46,CREDITED
IL902553,INV-51808,2025-03-27,P-1104,SH102213,FUEL,78.74,GBP,15.75,CREDITED
IL902554,INV-51809,2025-01-06,P-1098,SH102214,BASE,381.60,GBP,76.32,PAID
IL902555,INV-51809,2025-01-06,P-1098,SH102214,FUEL,48.04,GBP,9.61,PAID
IL902556,INV-51810,2025-03-19,P-1003,SH102215,BASE,200.36,GBP,40.07,PAID
IL902557,INV-51810,2025-03-19,P-1003,SH102215,FUEL,27.36,GBP,5.47,PAID
IL902558,INV-51811,2025-10-01,P-1066,SH102216,BASE,310.84,GBP,62.17,PAID
IL902559,INV-51812,2025-07-13,P-1037,SH102217,BASE,554.36,GBP,110.87,PAID
IL902560,INV-51813,2025-12-21,P-1064,SH102219,BASE,634.75,EUR,126.95,PAID
IL902561,INV-51813,2025-12-21,P-1064,SH102219,FUEL,68.83,EUR,13.77,PAID
IL902562,INV-51814,2025-03-30,P-1105,SH102221,BASE,365.90,GBP,73.18,PAID
IL902563,INV-51815,2025-10-15,P-1128,SH102222,BASE,118.25,GBP,23.65,PAID
IL902564,INV-51815,2025-10-15,P-1128,SH102222,ACCESSORIAL,28.83,GBP,5.77,PAID
IL902565,INV-51816,2026-01-21,P-1011,SH102223,BASE,239.82,GBP,47.96,PAID
IL902566,INV-51817,2026-04-09,P-1081,SH102224,BASE,530.95,GBP,106.19,PAID
IL902567,INV-51818,2026-02-11,P-1227,SH102225,BASE,181.74,GBP,36.35,PAID
IL902568,INV-51818,2026-02-11,P-1227,SH102225,FUEL,19.77,GBP,3.95,PAID
IL902569,INV-51819,2026-01-02,P-1127,SH102226,BASE,89.06,GBP,17.81,PAID
IL902570,INV-51819,2026-01-02,P-1127,SH102226,FUEL,11.61,GBP,2.32,PAID
IL902571,INV-51820,2026-03-22,P-1163,SH102229,BASE,734.41,GBP,146.88,OPEN
IL902572,INV-51820,2026-03-22,P-1163,SH102229,FUEL,50.48,GBP,10.10,OPEN
IL902573,INV-51821,2026-01-06,P-1103,SH102230,BASE,160.74,GBP,32.15,PAID
IL902574,INV-51822,2025-08-06,P-1188,SH102231,BASE,205.18,GBP,41.04,OPEN
IL902575,INV-51822,2025-08-06,P-1188,SH102231,ACCESSORIAL,18.42,GBP,3.68,OPEN
IL902576,INV-51823,2025-12-18,P-1099,SH102232,BASE,556.13,EUR,111.23,PAID
IL902577,INV-51824,2026-03-29,P-1077,SH102233,BASE,149.56,GBP,29.91,OPEN
IL902578,INV-51824,2026-03-29,P-1077,SH102233,FUEL,16.27,GBP,3.25,OPEN
IL902579,INV-51825,2025-01-22,P-1044,SH102234,BASE,319.46,GBP,63.89,OPEN
IL902580,INV-51825,2025-01-22,P-1044,SH102234,FUEL,41.43,GBP,8.29,OPEN
IL902581,INV-51826,2026-02-22,P-1190,SH102235,BASE,532.63,GBP,106.53,PAID
IL902582,INV-51826,2026-02-22,P-1190,SH102235,FUEL,55.61,GBP,11.12,PAID
IL902583,INV-51827,2025-11-29,P-1201,SH102236,BASE,274.73,GBP,54.95,PAID
IL902584,INV-51827,2025-11-29,P-1201,SH102236,FUEL,21.33,GBP,4.27,PAID
IL902585,INV-51828,2026-05-08,P-1172,SH102237,BASE,356.00,GBP,71.20,PAID
IL902586,INV-51828,2026-05-08,P-1172,SH102237,FUEL,41.67,GBP,8.33,PAID
IL902587,INV-51829,2025-10-11,P-1082,SH102238,BASE,344.56,GBP,68.91,PAID
IL902588,INV-51829,2025-10-11,P-1082,SH102238,FUEL,21.66,GBP,4.33,PAID
IL902589,INV-51830,2025-09-01,P-1191,SH102239,BASE,292.50,GBP,58.50,VOID
IL902590,INV-51831,2025-03-15,P-1076,SH102241,BASE,144.25,GBP,28.85,PAID
IL902591,INV-51832,2025-04-15,P-1182,SH102242,BASE,438.58,GBP,87.72,OPEN
IL902592,INV-51833,2025-09-24,P-1072,SH102244,BASE,176.08,GBP,35.22,OPEN
IL902593,INV-51833,2025-09-24,P-1072,SH102244,FUEL,10.81,GBP,2.16,OPEN
IL902594,INV-51834,2025-08-26,P-1188,SH102245,BASE,531.04,EUR,106.21,PAID
IL902595,INV-51835,2025-05-23,P-1063,SH102246,BASE,191.33,GBP,38.27,PAID
IL902596,INV-51836,2026-05-13,P-1234,SH102247,BASE,111.98,GBP,22.40,PAID
IL902597,INV-51837,2025-03-14,P-1200,SH102248,BASE,194.21,GBP,38.84,PAID
IL902598,INV-51838,2025-08-23,P-1126,SH102250,BASE,154.52,GBP,30.90,PAID
IL902599,INV-51838,2025-08-23,P-1126,SH102250,FUEL,11.58,GBP,2.32,PAID
IL902600,INV-51839,2025-04-25,P-1235,SH102251,BASE,224.30,GBP,44.86,OPEN
IL902601,INV-51839,2025-04-25,P-1235,SH102251,FUEL,24.56,GBP,4.91,OPEN
IL902602,INV-51840,2025-10-17,P-1200,SH102252,BASE,306.34,EUR,61.27,OPEN
IL902603,INV-51841,2025-02-28,P-1165,SH102254,BASE,124.76,GBP,24.95,PAID
IL902604,INV-51842,2026-03-29,P-1111,SH102255,BASE,251.16,GBP,50.23,OPEN
IL902605,INV-51843,2026-04-19,P-1202,SH102256,BASE,378.73,GBP,75.75,PAID
IL902606,INV-51843,2026-04-19,P-1202,SH102256,FUEL,44.51,GBP,8.90,PAID
IL902607,INV-51843,2026-04-19,P-1202,SH102256,ACCESSORIAL,45.45,GBP,9.09,PAID
IL902608,INV-51844,2025-09-11,P-1222,SH102257,BASE,487.10,GBP,97.42,PAID
IL902609,INV-51845,2025-05-13,P-1102,SH102258,BASE,147.57,GBP,29.51,PAID
IL902610,INV-51845,2025-05-13,P-1102,SH102258,FUEL,20.29,GBP,4.06,PAID
IL902611,INV-51846,2026-02-26,P-1009,SH102259,BASE,533.49,GBP,106.70,PAID
IL902612,INV-51847,2025-03-01,P-1038,SH102260,BASE,366.96,GBP,73.39,PAID
IL902613,INV-51847,2025-03-01,P-1038,SH102260,ACCESSORIAL,42.63,GBP,8.53,PAID
IL902614,INV-51848,2025-07-12,P-1115,SH102261,BASE,420.33,GBP,84.07,PAID
IL902615,INV-51849,2026-02-20,P-1031,SH102262,BASE,385.80,GBP,77.16,VOID
IL902616,INV-51850,2025-02-17,P-1219,SH102263,BASE,355.42,GBP,71.08,OPEN
IL902617,INV-51851,2026-06-04,P-1166,SH102264,BASE,166.73,GBP,33.35,OPEN
